Job_title,Location,Work_environment,Work_time,Experience_level,Description,Company_name
Python Data Scientist - LLM Project,Bangladesh,$10/hr - $24/hr,Remote,Contract,"Python Data Scientist/Analyst

Experience: 2 - 15 Years

Location: - Anywhere in the World - Permanent Remote

Contract Duration:  6-12 months

Payout: USD 15-21 $ per hour

Work timings which is:-primarily, overlap is required from 8 AM to 1 PM PST. The remaining 3 hours can be accommodated either before 8 AM PST or after 1 PM PST

Opportunity- Full Time, 8 hours, 6 months

Must-Have

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)

At least 2 years of relevant experience as a data scientist

2+ years of data analysis experience and a desire to have a significant impact on the field of artificial intelligence

2+ years of experience working with Python programming.

Fluent in conversational and written English communication skills.

Job Description

We are actively seeking talented Data Scientists & Analysts proficient in Python to join our ambitious team dedicated to pushing the frontiers of AI technology. This opportunity is tailored for professionals who thrive on developing innovative solutions and aspire to be at the forefront of AI advancements. You will work with companies in the US looking to develop cutting-edge commercial and research AI solutions.

Job Responsibilities

Write effective Python code to tackle complex issues, but also use your business sense and analytical abilities to glean valuable insights from public databases 
Communicate clearly with researchers and help the organization in realizing its objectives 
Clearly express the reasoning and logic when writing code in Jupyter notebooks, or other suitable mediums 
Fix bugs in the code and create thorough documentation 
Utilize extensive data analysis skills to develop and respond to important business queries using available datasets (such as those from Kaggle, the UN, the US government, etc.) 
Effectively communicate with the researchers to comprehend the needs and provide the results

Job Requirements

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience) 
At least 2 years of relevant experience as a data scientist 
2+ years of data analysis experience and a desire to have a significant impact on the field of artificial intelligence 
2+ years of experience working with Python programming 
Strong data analytic abilities and business sense are required to draw the appropriate conclusions from the dataset, respond to those conclusions, and clearly convey the key findings 
Excellent problem-solving and analytical skills 
Excellent communication abilities to work with stakeholders and researchers successfully 
Fluent in conversational and written English communication skills 

Skills: business sense,ai technology,problem-solving,data science,data analysis,communication abilities,artificial intelligence,data analysis skills,python,data scientist,problem-solving skills,data analytic abilities,python programming,communication skills,analytical skills,python code,analytical abilities,machine learning",YO HR Consultancy
Reporter,Bangladesh,Remote,Full-time,Mid-Senior level,"Job brief
We are looking for an enthusiastic Reporter to contribute in the publication of timely and accurate news. The successful candidate will be a skilled writer with a passion for the job capable of both informing and entertaining our readers.
Responsibilities
Conduct research to uncover interesting and significant news
Gather, corroborate and interpret data
Interview key persons (witnesses, sources etc.) to obtain more information
Use findings to construct a well-written article
Retain awareness of the readers’ point of view
Obtain first-hand information by being present in happenings
Receive assignments or investigate news leads/tips
Comply with the moral code of the profession
Maintain notes and audio recordings
Partner with other journalists, editors, producers etc
Establish contacts and sources for use in future research
Keep abreast on developments by studying papers, attending events etc.
Requirements and skills
Proven working experience as a Journalist or Reporter
Portfolio of published articles or newscasts
Ability to follow strict deadlines and fast-check information
Current knowledge of headlines
Computer proficiency (MS Office, digital editing, web search, databases)
Excellent communication and networking skills along with an aptitude in extracting information
Good observation and deduction skills
Integrity and morality
BSc degree in journalism or relevant field",New Delhi Times
SOC Monitoring Engineer,"Dhaka, Bangladesh",On-site,Full-time,Entry level,"Position responsibilities：
1.Work in SOC (Service Operation Center) in 7*24 day/night shift and responsible for Service Quality & Customer Experience monitoring.
2.Monitor Network traffic, user number and other important KPI via Dashboard and report to management in case of degradation.
3.Submit SOC correlated daily/weekly/monthly reports to management and customer.
4.Escalate to management during TT & WO analysis and handling according according to SLA requirement.
5.Basic analyze for some common alarms according to experience database before escalating to SOC Analysis Engineer.
Position qualification: 
1.Must hold junior college degree or above.
2.More than 2 years experience in NOC/SOC FO (Front Office) or Level 1 troubleshooting.
3.Basic knowledge of Telecommunication fields like Core Network and Wireless Network.
4.Understand workflows and processes.
5.Excellent written and verbal communication in English and interpersonal skills.
6.Good skill with Office software etc. Automation skill like Excel Macro, Python or Power BI skill will be given priority.",ZTE Corporation
Data Analyst,Bangladesh,Remote,Full-time,Entry level,"We are on the lookout for a Data Analyst with a specialization in marketing analytics. In this critical role, you will harness the power of tools like Google Data Studio, BigQuery, and Power BI to derive actionable insights that drive our marketing decisions. Your expertise in analyzing complex datasets and turning them into understandable and strategic information will be essential in shaping our marketing strategies. This position is ideal for someone who thrives on data-driven challenges and has a passion for leveraging technology to inform business decisions.

What You’ll Be Doing

Data Analysis and Interpretation: Utilize tools like Google Data Studio, BigQuery, and Power BI to analyze marketing data and extract meaningful insights. 
Developing Reporting Dashboards: Create dynamic dashboards and reports that provide real-time insights into marketing performance. 
Collaborating with Marketing Teams: Work closely with marketing teams to understand their data needs and provide insights that inform strategy and decision-making. 
Data Integration and Management: Integrate data from various sources to provide a comprehensive view of marketing performance. 
Performance Tracking: Monitor key performance indicators (KPIs) to measure the effectiveness of marketing campaigns and strategies. 
Predictive Analysis: Use data to predict trends and market movements, aiding in proactive strategy development. 
Training and Support: Provide training and support to team members in using data analysis tools and understanding reports. 

Who You Are

Proficient in Data Analysis Tools: You have strong experience with tools such as Google Data Studio, BigQuery, and Power BI. 
Analytical and Insightful: You possess the ability to analyze complex datasets and turn them into actionable insights. 
Collaborative in Nature: You work well with marketing teams, understanding their needs and communicating data insights effectively. 
Skilled in Data Integration: You are adept at integrating and managing data from various sources. 
Detail-Oriented: You have a keen eye for detail and accuracy in data analysis and reporting. 
Proactive and Predictive: You are capable of conducting predictive analyses to inform future marketing strategies. 
Excellent Communicator: You can clearly convey data insights and their implications to non-technical team members. 

What Success Looks Like

30 Days

Establish a comprehensive, organized online database in BigQuery to store all client and marketing data and integrate lead data from CRMs, digital advertising data, customer opt-ins, and purchasing data to provide meaningful insights that inform marketing decisions. 
Create and maintain data dashboards in Looker Studio for easy data visualization, analysis, and automated reporting. 

60 Days

Develop statistical models for data analysis, including linear regression modeling and predictive lead scoring, that effectively guide marketing actions. 

90 Days

Automated the generation of actionable insights and trends over time from data analysis to inform our marketing strategy.",Talent Disruptors
Freelance Localization Games Tester -Traditional Chinese,APAC,Remote,Full-time,Entry level,"TransPerfect is a leading provider of bespoke and flexible videogame services, offering a wide range of solutions including translation, functional and localization game testing, certification testing, focus group and playtesting, player support and community management, cybersecurity and penetration testing, tool development, art design, game writing, GDPR consultancy, and voice-over recording. With over 1000 well-known global games developers and publishers as our clients, we are committed to staying at the forefront of technology, immersing ourselves in global gaming culture and trends, and hiring the most qualified and dynamic talent in the industry.

We take pride in our flexibility and dedication to providing comprehensive services to ensure our clients' games receive thorough care from conception to release and beyond. With offices located around the world, we have positioned ourselves to develop an in-depth understanding of every facet of gaming culture. At the same time, we are passionate gamers ourselves, with a love for the industry that fuels everything we do. This gives us the crucial knowledge needed to bring games to wider audiences worldwide.

Overview:
The Localization Games Tester is responsible for ensuring the accuracy and linguistic quality of localized content of videogames in various stages of development by performing manual testing across different gaming platforms. In this role, you will work as part of a game testing team to identify and fix issues affecting the localization of the game by making text changes, writing detailed bug reports, performing regression testing, etc. The Localization Games Tester will report to the Localization Test Lead.

Responsibilities:
Testing video games to identify and isolate localization issues impacting the overall gaming user experience.
Updating text files with all the necessary information to fix grammar or spelling mistakes, consistency issues, mistranslations, and several other types of linguistic problems.
Follow and complete Test Cases and/or Checklists to perform targeted testing and execute relevant testing processes and procedures.
Reporting and verifying issues found during testing using different databases.
Writing bug descriptions following company standards and client specifications.
Working as part of a team, communicating, sharing knowledge and further testing information through provided shared chat channels.
Complete all other tasks that are deemed appropriate for the role and assigned under the project.

Essential:
Excellent spelling and grammar in Traditional Chinese.
Passion for the video games industry.
Good command of the English language (instructions, testing documentation, team communications will all be in English)
Excellent attention to detail, “can-do” attitude, as well as great work ethics.
Ability to multitask, prioritize and work well under pressure.
Basic knowledge of Microsoft office suite.
Understanding of digital technologies (mobile, tablets, browser tools, etc.).

Desired:
Experience with software localization or quality assurance
Familiarity with different testing methodologies.
Experience with game localization.
Familiarity with bug tracking databases (e.g.: JIRA, Mantis, etc.) or CAT tools (e.g., SDL Trados, MemoQ, etc.).

Education:
A high school diploma or equivalent is required. A degree in computer science, game design, or a related field is a plus, but not required.

By applying, I confirm I have read and accept TransPerfect's Privacy Policy: https://www.transperfect.com/about/data-privacy-recruiting",TransPerfect
System Engineer,"Dhaka, Dhaka, Bangladesh",On-site,Full-time,null,"Primary Skills:

 Understanding of ITSM process, tool management technology & process
 Technical skills include knowledge of IT systems, tools, and standards, as well as the ability to analyze data and metrics, troubleshoot issues, and implement solutions.
 Interpersonal skills include leadership, teamwork, communication, negotiation, and customer service.
 Good understanding of OEM management & partner management

Responsibilities:

 ITSM tool management: Managed ITSM tolls i.e. tools management, integration management, reporting and toll license management
 Automation and Development: Developed automation use cases and self-healing use cases
 Expertise on ITSM tools i.e. Broadcom UIM, Symphony Summit, Dynatrace, Nagios, Kibana, and Grafana
 Portal and Device Monitoring: Ensured portal response and accessibility; monitored 2800+ Linux servers, 670 Windows servers, 300 DBs, and 180 storage/backup devices
 Ticket Management and Operational Support: Resolved tickets and escalated issues through the ticket portal; facilitated operational tasks and tested live issues in staging environments
 Stakeholder Communication: Coordinated with stakeholders for deployment, maintenance, and issue resolution
 Reporting and Databases: Prepared daily and monthly service reports and also prepare ad-hoc reposts as per customer requirement
 Process Automation: Created and managed automation tools using ticket correlation, automation and shell scripting
 Client Interaction: Resolved client issues via phone, email, or chat; developed best practices and guidelines for technical support

Requirements:

 Graduate or Post-graduate in Computer Science/EEE from any reputed university
 Excellent communication & presentation skills and reasonable numeric skills
 Understanding of ITSM process, IT Infrastructure Management, SLA
 Experience and understanding of IT monitoring tool administration
 Good understanding of statistical and analytical principles and processes
 Ability to interact successfully with all levels of the Customer and IT Provider organization

Symphony Summit ITSM",Wipro
Senior Data Analyst,"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"SR Primary Skill: Oracle PL/SQL
SR Role: Senior Data Analyst
SR Location: Dhaka, Bangladesh
SR Band: B2/B3 
 Key responsibilities 
  Creating and troubleshooting for scripts, cronjob, stored procedures, and other DB related activities.
Monitor database performance and optimize queries for efficiency.
Provide support for mission-critical databases, addressing any issues that arise.
Optimizing database performance by tuning SQL queries and PL/SQL code
Developing and executing test plans to ensure the quality and accuracy of PL/SQL code
Perform tuning, troubleshooting, and bug fixes to maintain database health
Deep knowledge of Linux and Windows system
Good understanding of Telecom system and overall Service Management system (ITIL)
Hands-on experience in Java/J2EE technologies
Experience in production support and troubleshooting complex systems
Develop and maintain scripts to automate routine database tasks
Build automation tools for continuous deployment and database management
Coordinate with other IT teams to ensure seamless integration and operation of database systems
Maintain detailed documentation of database configurations, procedures, and policies
Generate reports and provide insights based on database queries and analysis
Manage data storage, indexing, and retrieval processes
Ensure data consistency and accuracy across different systems and applications.

Skills Required
  5-7 years’ applied experience in SQL / PL-SQL / MYSQL / Oracle / PostgreSQL
Manage data storage, indexing, and retrieval processes
Expertise in ETL or Sql loader
Ensure data consistency and accuracy across different systems and applications
Experienced or Sound Knowledge on Unix scripting 
Intermediate level experience in Excel
Telecom knowledge will be advantage",Wipro
"Senior Manager, Data Management and Analysis","Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"Location: BRAC Head Office, Dhaka.
Last Date of Application: September 12, 2024.

BRAC is an international development organisation founded in Bangladesh that partners with over 100 million people living with inequality and poverty globally to create sustainable opportunities to realise potential. Working at BRAC is not like any other job. It is a platform where you can bring about real change for people who need it the most. We are not just dreaming of a better world, we are building it. Join us to find the way.

About the role:
We're looking for a Senior Manager, Data Management and Analysis for our MEAL department. In this role, you will manage and analyse data, maintain a strong data management system, and update the MEAL dashboard. The role also involves supporting improved data practices and proper data management.

Job Responsibilities:
Enhance data collection processes, including monitoring studies, questionnaires, and data capture in digital systems.
Develop and apply statistical models, implement new methodologies, and use predictive modelling to improve service outcomes.
Design and regularly update the MEAL dashboard and BRAC MIS.
Supervise and coordinate capacity development efforts for the Data Management Officers.
Lead data analysis for strategic planning, collaborating with key stakeholders.
Maintain communication with all programs for consistent document archiving, and support field staff with information management.
Collaborate with the BRAC Technology department to optimise information storage and assist in preparing reports and communications.

Safeguarding Responsibilities:
Ensure the safety of Programme Participants, people who come into contact with the organisation and team members from any harm, abuse, neglect, harassment and exploitation including sexual exploitation and abuse (SEA) to achieve the programme goals of safeguarding implementation. Act as a key source of support, guidance and expertise on safeguarding for establishing a safe working environment.
Practice, promote and endorse the issues of safeguarding policy among team members and ensure the implementation of safeguarding standards in every course of action.
Follow the safeguarding reporting procedure in case any reportable incident takes place and encourage others to do so.

Additional Job Requirements:
Extensive knowledge of advanced statistical techniques and machine learning techniques.
Demonstrated expertise in R, Python, SQL and data architecture.
Excellent communication and people management skills.
Ability to make frequent field visits.

Educational Requirement:
Master's in Statistics/ Mathematics/ Computer Science or any relevant discipline from a recognised university/ institution.

Experience Requirement:
Minimum of 5 years of experience in data management/ analysis or any relevant field.

Salary: Negotiable.

Other Benefits:
Festival Bonus, Contributory Provident Fund, Gratuity, Health and Life Insurance, Maternity/ Paternity Leave, Wellness Centre Facility, Day Care Facility, and others as per policy.

Other Way to Apply: 
Email your CV to resume@brac.net stating the position title in the subject line.

BRAC believes that everyone we work with including our staff, programme participants, partners, and the communities have the right to be protected from all forms of harm, abuse, neglect, harassment, and exploitation including sexual exploitation and abuse (SEA). We uphold human dignity and inclusion for all, regardless of age, race, religion, gender, disability, ethnic origin, or socio-economic condition. As an equal opportunity employer, we actively encourage applications from gender-diverse individuals and people with disabilities.

Selected candidates will have to go through a rigorous reference and background checking process which may include police verification.",BRAC
Administrative manager,Bangladesh,On-site,Full-time,Mid-Senior level,"We are looking for good Administrative Manager, who can work with us.

Administrative Manager Job Description

Administrative Managers play a role in many parts of a business operations. This is a top-level role, meaning Administrative Managers work with other leaders and team members in each of the business departments. Administrative Managers have a lot of duties they perform on a daily basis, including:

Guiding the organizations activities

Identifying opportunities to improve a business policies or objectives

Ensuring a company is operating securely and effectively

Preparing and reviewing operational reports

Leading and/or participating in meetings

Assisting managers in compiling annual budget information and reports

Maintaining all policies and procedures manuals

Hiring and training administrative staff

Delegating tasks to administrative assistants

Creating personnel folders for new hires

Monitoring and projecting staffing needs

Overseeing department budget planning and development

Managing and maintaining all department databases

Performing clerical accounting and general office duties as needed

Developing strong relationships with cross-functional teams and departments

This job is provided by Shine.com",SPENTO PAPERS (INDIA) LLP
Material Control Specialist,Bangladesh,On-site,Full-time,Entry level,"A Material Control Specialist performs warehousing, distribution, inventory, and records maintenance at the Districts Central Receiving facility. Positions in this class are expected to drive delivery trucks, handle materials, and operate district computer inventory and accounting systems. Those assigned to the Stock Clerk I class work at a campus stores facility performing stockroom services and minor delivery routines. A Senior Material Control Specialist works as a permanent lead worker at the Districts Central Receiving facility, performing warehousing, distribution, inventory, and records maintenance, including driving delivery trucks, handling materials, and operating complex District computer accounting and inventory systems.

Those assigned to the Stock Clerk II class work in a lead capacity at a campus stores facility performing stockroom services and minor delivery routines. EXAMPLES OF DUTIES 1. Perform daily material handling processes and controls for the district-wide receiving, distribution, and inventory services, including Receiving/Asset Management computer systems. 2. Receive and distribute materials; load and unload, pick-up, transport, and deliver materials; expedite deliveries and shipments; complete forms, validate shipping/receiving and inventory documents; inspect materials, identify and report discrepancies; tag assets, label and package materials; process returns. 3. Assist in maintaining accuracy of system databases, diagnose system data errors and omissions; process vehicle registrations; enter transactions and data into computerized administrative system; maintain tracking and inventory reports.

This job is provided by Shine.com",Garima Interprises
Freelance Localization Games Tester -Simplified Chinese,APAC,Remote,Full-time,Entry level,"TransPerfect is a leading provider of bespoke and flexible videogame services, offering a wide range of solutions including translation, functional and localization game testing, certification testing, focus group and playtesting, player support and community management, cybersecurity and penetration testing, tool development, art design, game writing, GDPR consultancy, and voice-over recording. With over 1000 well-known global games developers and publishers as our clients, we are committed to staying at the forefront of technology, immersing ourselves in global gaming culture and trends, and hiring the most qualified and dynamic talent in the industry.

We take pride in our flexibility and dedication to providing comprehensive services to ensure our clients' games receive thorough care from conception to release and beyond. With offices located around the world, we have positioned ourselves to develop an in-depth understanding of every facet of gaming culture. At the same time, we are passionate gamers ourselves, with a love for the industry that fuels everything we do. This gives us the crucial knowledge needed to bring games to wider audiences worldwide.

Overview:
The Localization Games Tester is responsible for ensuring the accuracy and linguistic quality of localized content of videogames in various stages of development by performing manual testing across different gaming platforms. In this role, you will work as part of a game testing team to identify and fix issues affecting the localization of the game by making text changes, writing detailed bug reports, performing regression testing, etc. The Localization Games Tester will report to the Localization Test Lead.

Responsibilities:
Testing video games to identify and isolate localization issues impacting the overall gaming user experience.
Updating text files with all the necessary information to fix grammar or spelling mistakes, consistency issues, mistranslations, and several other types of linguistic problems.
Follow and complete Test Cases and/or Checklists to perform targeted testing and execute relevant testing processes and procedures.
Reporting and verifying issues found during testing using different databases.
Writing bug descriptions following company standards and client specifications.
Working as part of a team, communicating, sharing knowledge and further testing information through provided shared chat channels.
Complete all other tasks that are deemed appropriate for the role and assigned under the project.

Essential:
Excellent spelling and grammar in Simplified Chinese
Passion for the video games industry.
Good command of the English language (instructions, testing documentation, team communications will all be in English)
Excellent attention to detail, “can-do” attitude, as well as great work ethics.
Ability to multitask, prioritize and work well under pressure.
Basic knowledge of Microsoft office suite.
Understanding of digital technologies (mobile, tablets, browser tools, etc.).

Desired:
Experience with software localization or quality assurance
Familiarity with different testing methodologies.
Experience with game localization.
Familiarity with bug tracking databases (e.g.: JIRA, Mantis, etc.) or CAT tools (e.g., SDL Trados, MemoQ, etc.).

Education:
A high school diploma or equivalent is required. A degree in computer science, game design, or a related field is a plus, but not required.

By applying, I confirm I have read and accept TransPerfect's Privacy Policy: https://www.transperfect.com/about/data-privacy-recruiting",TransPerfect
Solutions Developer,"Dhaka, Bangladesh",Hybrid,Full-time,Associate,"In Otto International, It starts with us; Our outstanding products and services are made possible by our most valuable resource: our people. It is their skills, passion, and precision that empower our excellent, customer-centric solutions.

As a Solutions Developer at Otto International, you will play a crucial role in designing, developing and implementing software solutions to meet the business needs of our organization. You will collaborate with cross-functional teams to analyze requirements, create technical specifications, and build robust and scalable software applications. Your expertise will contribute to the success of our company’s technology initiatives and help drive innovation.


How You Will Make a Difference?

Collaborate with stakeholders to understand business requirements and translate them into technical specifications and solution designs.
Write clean, efficient, and maintainable code to develop software solutions that meet business objectives. This includes designing, coding, testing, and debugging applications using relevant programming languages and frameworks.
Integrate software solutions with existing systems, databases, and third-party applications, ensuring seamless data flow and interoperability.
Monitor, maintain and enhance existing software applications to ensure optimal performance, scalability, and reliability.
Identify and resolve technical issues, bugs and bottlenecks in a timely manner. Proactively suggest improvements and implement solutions to optimize software performance.
Work closely with cross-functional teams to ensure effective collaboration and successful project delivery.
Stay updated with the latest trends and advancements in software development and propose innovative solutions to improve business processes and outcomes.

 Who We Are Looking For?

Bachelor’s degree in Computer Science, Software Engineering or equivalent.
Proven experience as a software developer, solutions architect or a similar role with a strong track record of successful software delivery.
Proficiency in programming language such as Java, C#, Python or Javascript.
Solid understanding of software development methodologies, tools and best practices.
Familiarity with database systems and SQL and knowledge of database principles.
Strong problem solving abilities, with a logical and analytical mindset to identify and resolve software issues efficiently.
Ability to analyse complex business requirements and translate them into technical solutions.
Strong verbal and written communication skills
Strong teamwork and interpersonal skills",Otto International
Tech Lead (Web3/ Crypto),APAC,Remote,Full-time,Mid-Senior level,"We are working with a decentralised exchange which looks to innovate on providing the best of CEXs and DEXs, focusing on building a safe, simple and scalable platform for trading. They differentiate themselves by offering institutional level systems and support whilst remaining on-chain and decentralised.

In this role, you will play a pivotal role in shaping the future of the exchange's infrastructure and user experience.

What You’ll Be Doing

Create a scalable notification system for trading and non-trading platforms.
Implement real-time alerts, push notifications, and email updates to keep users informed.
Work with Product Managers to define requirements and design user-focused systems.
Coordinate with cross-functional teams to ensure project alignment and timely delivery.
Contribute to the technical and product roadmaps.
Partner with the Head of Security to strengthen the authentication framework.
Improve security measures like multi-factor authentication and secure session management.
Optimize code and processes to boost performance and reliability.
Maintain automated testing and deployment pipelines.
Conduct performance evaluations and refactor legacy systems.

What We’re Looking For

10+ years in software engineering with a focus on scalable systems.
Proficiency in Go programming language.
Strong knowledge of relational databases (e.g., PostgreSQL) and caching systems (e.g., Redis).
Interest in blockchain technology is a plus; 
Excellent communication skills for stakeholder alignment.",Hyphen Connect
Golang开发工程師｜Golang Developer,APAC,Remote,Full-time,Mid-Senior level,"我们的愿景
作为全球⼗⼤数位资产交易所之⼀（仍在上升🚀），我们在交易、安全性和区块链产品创新⽅⾯提供⼀流的服务体验。我们的⽬标是让所有⼈都能参与加密市场的建设中来，使得最前沿的、最有潜⼒的加密货币项⽬得以安全上线并交易。你有兴趣加⼊这样⼀⽀去中⼼化团队吗？

团队介绍
产品研发团队自成立以来一直秉持着用户至上、安全至上的理念，产品不断更新迭代，技术稳中求新。加入产研团队，你将和一群业内一流的技术伙伴一起，打磨高性能、高可靠、创新不断的全球Top5的平台，在这里，你的发展空间无限，未来可期。我们正在全球招募更多优秀的志同道合的朋友加入我们，我们理想的候选人：积极主动，逻辑能力较好，有着良好的团队合作和沟通协调能力；具有一定专研精神，敢于挑战自我，勇于解决各种未知问题。

岗位职责：
1、参与相关需求分析、技术设计及产品研发工作，编写高质量代码，及时交付产品；
2、负责撰写相关开发文档；
3、维护相关业务系统或模块，及时解决Bug和故障，保障系统运行稳定；
4、负责保障系统安全，及时修复系统安全问题。

岗位要求：
1、本科及以上学历，计算机或相关专业；3年以上golang开发经验；
2、熟悉golang基础数据结构，Go协程、Channel和锁等；
3、熟悉Go体系的常用开发框架，比如gin、beego、echo等；
4、熟悉Web技术栈和Web应用开发，包括HTTP、安全、数据库、缓存、消息队列等；
5、熟悉Mysql数据库，能够快速根据需求完成高性能数据库设计；
6、熟悉主流非关系性数据库、缓存技术，例如：Redis、MongoDB等；
7、富有团队精神，有较强的责任心和事业心，对待工作积极主动，有严密的逻辑思维，有追求卓越的精神，能够自我驱动。

Gate价值观
我们崇尚价值⾄上的原则，您的知识、愿景和⾃主性将在这⾥充分发挥， 我们专注于使⽤最好的产品和服务来赢得全球客户的赞誉，并将去中⼼化的理念带到世界各地。我们的价值观包含正直、洞察、创新、求知与合作，在Gate.io ，我们致⼒于打造独特的Gate风格，并寻找与Gate.io价值观相契合的你。

我们的公司
Gate.io成⽴于2013年，是领先的加密货币交易所之⼀，在全球提供 与多种领先数位资产交易相关的服务。 Gate.io拥有超千万的注册⽤户，被认为是全球最安全、最可靠的加密货币平台之⼀。 Gate.io经过区块链透明度验证，根据流动性和交易量 ，⼀直稳居全球⼗⼤加密货币交易所⾏列（CoinGecko）。",Gate.io
CRM Administrator - RC,"Dhaka, Dhaka, Bangladesh",Remote,Full-time,Entry level,"As a key player in our team, the CRM Administrator role focuses on managing and optimizing our customer relationship management systems to enhance our sales and marketing efforts. You'll be the backbone of ensuring our CRM platforms, including Hubspot, Pipedrive, GoHighLevel, and Close CRM, are seamlessly integrated, efficiently managed, and fully leveraged to support our business goals. Your expertise will drive the effectiveness of our sales and marketing strategies through meticulous management and strategic use of CRM tools.

What You’ll Be Doing

CRM Setup and Management: Configure and maintain our CRM systems (Hubspot, Pipedrive, GoHighLevel, Close CRM) to ensure they are optimized for our business needs. 
CRM Integrations: Seamlessly integrate CRM platforms with third-party software, enhancing our sales and marketing stack's capabilities. 
Report Creation: Develop and generate insightful reports from CRM data, enabling the team to make informed decisions based on accurate sales and marketing metrics. 
Troubleshooting: Act as the first line of defense for any CRM-related issues, quickly identifying and resolving problems to minimize downtime and impact on business operations. 

Who You Are

Experienced with CRM Platforms: You have hands-on experience with CRM systems like Hubspot, Pipedrive, GoHighLevel, and Close CRM, understanding their inner workings and how to maximize their value for a business. 
Skilled in CRM Integrations: You are adept at integrating CRMs with a variety of third-party software, ensuring smooth data flow and enhanced functionality. 
Analytical: You possess strong analytical skills, capable of creating detailed reports that highlight key sales and marketing insights. 
Problem Solver: You are a quick thinker, able to troubleshoot and resolve issues efficiently, ensuring the CRM systems operate smoothly. 
Communicative: Excellent communication skills, able to work with various stakeholders, from technical teams to sales and marketing departments, ensuring CRM objectives align with business goals.",Talent Disruptors
"Trainer - Oracle, PL/SQL, SQL Server - For CSL Training (Job ID: 1284856)","Dhaka, Bangladesh",On-site,Part-time,Entry level,"CSL Training is looking for Trainer - Oracle, PL/SQL, SQL Server

Job Description / Responsibility
CSL Training is an institution that has been offering ICT-related Training since 2006 on over 60 subjects. Apart from regular training, 100% Job Placement Training, Diploma industrial training, Vendor Exam, and Exam preparation are supported. We are looking for an experienced and enthusiastic Oracle, PL/SQL, SQL Server part-time trainer in Dhaka. If this sounds like something you are interested in, please apply!
Responsibilities:
Develop and deliver comprehensive training programs and workshops.
Create detailed course materials, including slides, exercises, and hands-on projects.
Provide individual coaching and mentorship to students.
Assess student performance and provide constructive feedback.
Follow the course curriculum and help the students to make progress and complete the courses based on the curriculum within the course duration.
Collaborate with other trainers and team members to continuously improve training content.
Assist in the development of online learning modules and e-learning platforms.
Participate in industry events and conferences to represent the company and promote its training programs.
Educational Requirements
Bachelors in computer science information technology, or a related field.
Skills Required: Database Administrator (DBA), Oracle Database, MySQL database
Experience Requirements
At least 3 year(s)
The applicants should have experience in the following business area(s):
Training Institutes,IT Enabled Service,E-commerce
Additional Requirements
 Hands-on experience with Oracle 11g, 12c & 19c databases.
 Proven experience in Oracle, PL/SQL, SQL Server Trainer, or similar roles.
 Strong knowledge of Oracle, PL/SQL, SQL Server, and other testing frameworks.
 Proficiency in Oracle, PL/SQL, SQL Server.
 Excellent communication and presentation skills.
 Ability to explain complex concepts in a clear and concise manner.
 Strong organizational skills and attention to detail.
 Passion for teaching and helping others succeed.
 Must Have Skills: Proficiency in Oracle Database Administration.
 Good To Have Skills: Experience with related technologies such as SQL, PL/SQL, and Oracle RAC.
 Strong understanding of database architecture and design principles.
 Experience with performance tuning and optimization techniques.
 Solid grasp of backup and recovery strategies.
 Experience with database security and access control mechanisms.
 Vendor certification will Add Extra advantage.
Job Location
Dhaka
Salary
Negotiable",Bdjobs.com
PL/SQL Developer & Sr. PL/SQL Developer - For Pridesys IT Limited (Job ID : 1284272),"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"Pridesys IT Limited is looking for PL/SQL Developer & Sr. PL/SQL Developer

Responsibilities & Context
Strong knowledge on PL/SQL with all update features.
Strong knowledge on Database object (Function, Procedure, Package, View, Trigger etc.)
Design, code, and maintain the Oracle systems based on established standards.
Understand project requirements and develop design specifications.
Perform initial design reviews and recommend improvements.
Write clear codes with comments and prepare coding documentation.
Provide technical assistance to other Developers as needed.
Analyze and troubleshoot system issues in a timely manner.
Modify existing codes to optimize Oracle applications.

Experience Requirements
3 to 5 year(s)

Additional Requirements
The applicants should have experience in the following business area(s):
Software Company, IT Enabled Service
Strong knowledge and practical experience on programming in Oracle Developer 10g/11g/12c with TOAD and PL/SQL
Depth knowledge on PL/SQL with all update feature of PL/SQLAbility to write and optimize complex Query.
Develop production-level codes and maintain standard coding convention in oracle Developer 10g/11g/12c and Oracle Database Server
Knowledge in Apex, HTML, CSS, JavaScript will be highly appreciated.
Strong knowledge of Oracle Database Structure Design
Strong analytical ability is compulsory
Ability to work independently
Ability to work under pressure
Self-Confident and Self driven
Eager to take any kind of responsibility
3 to 5 years in software Development Company.
Work experience on large scale solution Development
Strong Domain Knowledge on garments industry will be advantages
Ability to work with multiple projects and priorities accordingly.
Understanding of workflow or modifications of existing programs and the ability to write Technical business document for the code/program
Knowledge on other Relational Database (PostgreSQL, SQL Server, MySQL) will be advantage
Skills & Expertise
algorithom
Oracle 10G11G
Oracle 12c
Oracle Database
Oracle Forms",Bdjobs.com
