Job_title,Location,Work_environment,Work_time,Experience_level,Description,Company_name
Planning Supervisor,"Dhaka, Dhaka, Bangladesh",On-site,Full-time,null,"Company Description

At QIMA, we’re on a mission to help our clients make products consumers can trust.

Working with over 30,000 global brands, retailers, manufacturers and food growers, we are on the ground wherever products are made. We help businesses secure every step of their supply chain with quality inspections, supplier audits, certifications, and lab testing, all powered by our intelligent digital platform.

Our team of 5,000 QIMers (and counting) across 40 offices and laboratories, are united in our shared passion for innovation and integrity, and guided by our QIMA values in the decisions we make every day. We believe in the work we do, and in making a positive difference in the world. Does this sound like something you’d like to be a part of?

Our Consumer Goods Division is dedicated to helping brands, retailers and manufacturers worldwide deliver safe, quality and ethically made products to their consumers. Every day at work, our inspectors, auditors, and lab techs use their expertise to help safeguard the products you use every day in your home: from clothes and footwear to toys and baby products, to electronics, appliances, and furniture.

Our operations department’s purpose is to deliver our industry-leading services to our clients while ensuring that all the work we do is performed to the QIMA standard of quality

Job Description

You will be expected to:

Assist our front-line teams with any administrative issues.
Validate orders received from clients.
Create protocols based on our procedures and client requirements
Maintain relevant internal databases
Discuss any daily operating issues with our field staff and the team of our Dhaka office

Qualifications

It could be you, if you have:

A college degree
Strong command of English
Experience on ERP software would be a plus
Good 2 + years of work experience in a relevant field.
Ability to plan, organize and a multi task.",QIMA
Market Systems Development Coordinator - Feed the Future Bangladesh Nutrition Activity,"Dhaka, Dhaka, Bangladesh",On-site,Full-time,null,"Job Description

Position: Market Systems Development Coordinator - USAID/Bangladesh’s Nutrition Activity

The World at Abt 

Solving the world’s most pressing issues and improving the quality of life for people worldwide is what we do every day at Abt Global. Creating a more equitable world is no small task, but we are driven by big challenges. 

We are a team of 3,000+ people in over 50 countries working in unison and focused on the bigger picture. Only by sharing our commitment, energy, and innovation do we affect change and push the boundaries of what’s possible. We welcome diverse ideas, backgrounds, and viewpoints – joining Abt means access to exceptional thinkers at the top of their game. 

To thrive at Abt is to embrace flexibility and collaboration. Our open culture allows you to balance your work and personal life as needed to optimize personal well-being. Creating a more equitable world starts from within – we look after people around the world, and we’ll do the same for you. 

Ready to embrace rewarding and meaningful work? Now’s your chance.

The Opportunity

Abt Global seeks a qualified Market Systems Development Coordinator for the Feed the Future Bangladesh Nutrition Activity. This is a full-time position based in Dhaka and reporting to the Market Systems Development Technical Lead.

Feed the Future Bangladesh Nutrition Activity is funded by USAID and contributes to improvements in nutrition outcomes of household members, with an emphasis on children under the age of five, pregnant and lactating women, and adolescents (girls and boys) in the country’s Feed the Future (FTF) zone of influence (ZOI) and the Zone of Resilience (ZOR). Three results underwrite this goal: 1) consumption of nutritious, diverse, safe, and balanced diets by households; 2) social and economic empowerment of women and social empowerment of adolescents; and 3) adoption of improved water, sanitation, and hygiene (WASH) practices. We integrate a strong focus on gender equality and social inclusion (GESI) across all three of these result areas. We apply a combination of Market Systems Development (MSD) and Social Behavior Change (SBC) approaches to achieve our goals.

The Market Systems Development Coordinator will work closely with the Market Systems Development Technical Lead to integrate market-oriented approaches into the Activity’s multi-sectoral activities. The MSD Coordinator will support in analyzing market systems related to nutritious food, women and adolescent empowerment, and WASH (Water, Sanitation, and Hygiene) sector. Additionally, s/he will contribute to the different stages of design and development of strategic partnerships with public, private, and civil society entities, manage the grants process life cycle and other forms of partnerships withing Activity’s result areas. 

Responsibilities

Under the supervision of the Market Systems Development Technical Lead, contribute to analysis of market system for nutrition, food, empowerment, water, sanitation, and hygiene sectors; identify barriers and opportunities for achieving sustainable program outcomes and impacts. 

 Follow up with potential public, private, and civil society partners for sourcing grant applications and partnership concepts; surface innovative and sustainable partnership ideas through discussions with partners. 
 Support grant applicants by addressing queries and assisting as necessary in transforming ideas into comprehensive concept notes, technical and financial proposals. 
 Contribute to the co-design and development of grants and other forms of partnerships for addressing market constraints and achieving sustainable program outcomes and impacts. 
 Prepare grant agreements with relevant attachments (program description, milestone deliverables, payment schedule, MEL Plan, environmental review form, etc.)  in coordination with the Activity’s program and MEL teams. Ensure grant agreements have a clearly articulated vision, objectives, implementation plan, milestones, success metrics, and sustainability plan. 
 Document cost negotiations to ensure cost-reasonableness and efficiency. Prepare the final partnership budget and negotiation memo. 
 Coordinate with the Senior Finance and Grants Manager for sourcing required documents from potential grant and other partners, and for completion of due diligence and compliance checks. 
 Maintain both soft and hard copies of grants and partnerships related files including solicitation documents, grantees legal documents, proposals, USAID approvals, modification (if any), final reports and close out documents in relevant grant folders in share point. 
 Maintain a MIS on current and prospective (pipeline) grants and partnerships. Monitor the expenditure of grant funds against the Activity’s annual grant budget. Document private sector investments in grants and other forms of partnerships on a monthly, quarterly, and annual basis. 
 Periodically update the Activity’s Grant Program Statement (GPS) and draft solicitations for grant applications from the private sector. 
 Contribute to the preparation of quarterly and annual reports and work plans. 

What We Value

 Bachelor’s degree in business administration or other relevant fields and 4-6 years of total experience, or Master’s degree and 3-4 years of total experience. 
 Three years of work experience in designing and implementing grants; preferably in USAID funded projects. 
 Strong written communication skills, including demonstrated ability to write grant program descriptions in a clear, concise, well-organized manner. 
 Good understanding of relevant USAID rules and regulations for grants and contracts. 
 Demonstrated experience in MSD approach to assessing markets, and in designing and implementing market systems interventions. 
 Good understanding of rural markets, and the role of the private and public sector in effective product or service delivery. 
 Experience in designing and implementing grants and sub-awards with similar scopes of work. 

What We Offer 

We foster an environment where you can Thrive Your Way. Our innovative total rewards programs are designed to help balance your work and personal life. The approach toward your wellbeing centers around comprehensive benefits and professional development. 

Abt Global is an Affirmative Action/Equal Opportunity employer committed to fostering a diverse workforce. Abt Global provides market-competitive salaries and comprehensive employee benefits. Local candidates are strongly encouraged to apply. 

Disclaimer: Abt Global will never ask candidates for money in exchange for an offer of employment.",Abt Global
Gerente assistente/líder de equipe - sem detalhes pessoais,"Dhaka, Dhaka, Bangladesh",On-site,Full-time,null,"Organization- Hyatt Place Dhaka Uttara

Resumo

Qualificações",Hyatt Place
Planning Specialist,"Dhaka, Dhaka, Bangladesh",On-site,Full-time,null,"Company Description

At QIMA, we’re on a mission to help our clients make products consumers can trust.

Working with over 30,000 global brands, retailers, manufacturers and food growers, we are on the ground wherever products are made. We help businesses secure every step of their supply chain with quality inspections, supplier audits, certifications, and lab testing, all powered by our intelligent digital platform.

Our team of 5,000 QIMers (and counting) across 40 offices and laboratories, are united in our shared passion for innovation and integrity, and guided by our QIMA values in the decisions we make every day. We believe in the work we do, and in making a positive difference in the world. Does this sound like something you’d like to be a part of?

Our Consumer Goods Division is dedicated to helping brands, retailers and manufacturers worldwide deliver safe, quality and ethically made products to their consumers. Every day at work, our inspectors, auditors, and lab techs use their expertise to help safeguard the products you use every day in your home: from clothes and footwear to toys and baby products, to electronics, appliances, and furniture.

Our operations department’s purpose is to deliver our industry-leading services to our clients while ensuring that all the work we do is performed to the QIMA standard of quality

Job Description

About the Job Role

You Will Be Expected To

Assist our front-line teams with any administrative issues.
Validate orders received from clients.
Create protocols based on our procedures and client requirements
Maintain relevant internal databases
Discuss any daily operating issues with our field staff and the team of our Dhaka office.

Qualifications

The Candidate

It Could Be You, If You Have

A college degree
Strong command of English
Experience on ERP software would be a plus
Good 2 + years of work experience in a relevant field.
Ability to plan, organize and a multi task.",QIMA
IP Engineer,"Dhaka, Bangladesh",On-site,Full-time,null,"What you’ll do(JD/JS)
Responsible for IP network E2E issue troubleshooting ,analysis and improvement.
Responsible for the acceptance KPI achievement/ reports delivery under MS project scope.
Responsible for customer( CTIO) report and presentation technical reporting/communication with the operator on network issue, guide for typical issue troubleshooting and performance improvement, clarifying and replying questions.
Responsible for customer relationship maintenance conduct the routine customer care actions( VIP complain handling/ weekly meeting etc.).
Responsible for team training.
What we’ll need(Requirements)
At least 4 years of Huawei IP network experience in international large-scale projects familiar with network architecture of the core network and access network.
Proficient in Huawei routerHuawei FW、F5、CDN cache product systems.
Proficient in OSPF、ISIS、BGP、IPV6、EVPN、SRV6、MPLS、VRRP、L2L3VPN、QOS.
High sense of responsibility, track and follow assigned issue until its solved.
Strong communication skills, rich experience in team management.
Loyal to the position and company.
Have strong awareness of information security and protection.",ZTE Corporation
Clinical AI Specialist,"Dhaka, Dhaka, Bangladesh",On-site,Full-time,null,"About Augmedix

Augmedix (Nasdaq: AUGX) delivers industry-leading, ambient medical documentation and data solutions to healthcare systems, physician practices, hospitals, and telemedicine practitioners.

Augmedix is on a mission to help clinicians and patients form a human connection by seamlessly integrating our technology at the point of care. Augmedix’s proprietary platform digitizes natural clinician-patient conversations, which are converted into comprehensive medical notes and structured data in real time. The company’s platform uses automatic speech recognition, and natural language processing, including large language models, to generate accurate and timely medical notes that are transferred into the EHR.

Augmedix’s products relieve clinicians of administrative burden, in turn, reducing burnout, increasing clinician efficiency and improving patient access. Through Augmedix’s proprietary platform and bi-directional communication channel, Augmedix is ideally suited to serve as the vehicle for change at the point of care.

Augmedix is headquartered in San Francisco, CA, with offices around the world. To learn more, visit www.augmedix.com .

About The Role

At Augmedix, we are striving to rehumanize healthcare by enabling doctors to deliver the most optimal care for patients. And the main driving force of our whole operation is the Clinical AI Specialists. Clinical AI specialists act as a professional part of the doctors’ team and help them to deliver high quality patient care. They also modify and finalize the notes that are created by AI to provide a human touch and customization. Augmedix backed by cutting edge technology and AI enables the process of scribing to take place anywhere at any time all over the world. This industry has grown rapidly over the past few years and is projected to continue to do so moving forward. We are on track to hire and develop thousands of Clinical AI specialists globally and you have an opportunity to join us and grow with us.

We are looking for dynamic multitaskers, tech savvy, and English fluent people who are passionate about helping others, to make our mission a success. If you want to be a part of this new era of healthcare, join us. The future of healthcare is driven by people -- and it starts with you!

Responsibilities

Assist doctors in documenting the patient's electronic health record (EHR).
Modify, uplift and customize the medical note generated by AI for doctors.
Navigate the EHR during assistance of patient care.
Assist doctors in a variety of specialties including primary care, orthopedics, rheumatology, etc.
All of our Clinical AI specialists go through a specially designed training program, which enables them to work efficiently and effectively with US doctors.

Requirements

Graduates from any discipline. 
Fluency in English along with good writing skills.
Excellent computer skills with good typing speed, quick to pick up new technology and new skills.
Attention to detail and focus on excellence in execution.
Passion about healthcare and helping people.

What We Offer

Competitive Pay.
Health insurance.
Festival bonus.
Daily food. 
Transportation service (drop off).
Open and dynamic work environment. 
Opportunity for growth and development within Augmedix. 
Multitude of events, social and networking opportunities. 
Opportunity to work with some of the best and brightest minds in the healthcare industry of US.
Working in one of the fastest growing startups based in US with a global presence.

Benefits

Opportunity to grow with Augmedix
Life Insurance
Health Insurance
Daily Meals
Gym Facility
Transportation Facility 

Augmedix is an equal opportunity employer. We are committed to providing equal employment opportunities regardless of sex, gender identity, race, religious creed, color, ancestry, age, disability, marital status, sexual orientation including being transgender and/or any other protected bases.",Augmedix
Drupal Frontend Developer,"Dhaka, Bangladesh",On-site,Full-time,null,"At Hogarth, we connect brand with people and people with brands in meaningful ways. We believe creative and making go together. With over 6,000 craft experts based in 30 key cities, we are the largest creative content production specialist in the world. Working across all media and industry sectors, we partner with 1 in 3 of the world’s top brands to deliver complex solutions to today’s content challenges. Currently, we are in the phase of expansion and are seeking potential and talented candidates for the following mentioned position.

As a Drupal Frontend Developer, you'll be tasked with creating and implementing user interface components for our web application. You'll work closely with the design team to transform UI/UX designs into functional code, using your expertise in HTML, CSS, JavaScript, and Drupal's theming system. Your role also includes troubleshooting frontend issues and maintaining high-quality code standards.

WHAT YOU’LL DO:
Drupal Expertise: Possess a strong understanding of Drupal core architecture, modules, themes, and best practices.
Site Building & Configuration: Build and configure Drupal websites using core and contributed modules, ensuring optimal performance and functionality.
Drupal Front-End Expertise: Possess a strong understanding of Drupal's front-end architecture, themes, and best practices.
Theme Development & Customization: Create custom Drupal themes or modify existing ones using HTML, CSS, JavaScript, and the Twig templating engine.
Responsive Design: Implement responsive design principles to ensure Drupal websites perform well across different devices and browsers.
Collaboration & Communication: Collaborate with designers, content editors, and other developers to ensure consistent and high-quality user experiences.
API Integration: Work closely with backend developers to integrate front-end components with APIs (RESTful, JSON, XML) for dynamic content updates.
Performance Optimization: Optimize Drupal front-end performance, focusing on minimizing load times, implementing caching strategies, and reducing overall page weight.
Troubleshooting & Debugging: Identify, troubleshoot, and resolve front-end Drupal-related issues, including layout inconsistencies, JavaScript errors, and browser compatibility problems.

WHAT YOU’LL NEED:
Proven Drupal Front-End Experience: 3+ years of professional experience in developing and maintaining Drupal websites, focusing on the front-end aspect.
HTML, CSS, JavaScript: Proficiency in HTML5, CSS3, and JavaScript, with experience in JavaScript frameworks such as React or Vue.js being a plus.
Twig & Theming: Deep understanding of Drupal's theming system, including Twig templates, custom theme development, and modifying existing themes.
Responsive Design: Experience in creating responsive layouts and implementing cross-browser compatibility for Drupal websites.
Version Control: Proficiency in using Git for version control and experience with Drupal deployment workflows.

Bonus Points:
Drupal Certifications: Acquia Certified Front-End Developer or equivalent.
Experience with Modern Front-End Tools: Familiarity with front-end build tools like Webpack, Gulp, or Grunt.
Knowledge of Popular Drupal Modules: Familiarity with modules that impact front-end performance, such as Views, Panels, and Paragraphs.

SOFT SKILLS:
Attention to Detail: Ensuring front-end code is visually consistent and follows design specifications.
Effective Communication: Strong communication skills to collaborate effectively with designers, developers, and stakeholders.
Continuous Learning: Passion for keeping up with front-end trends, Drupal updates, and best practices.


Hogarth was founded 15 years ago and has grown from a start-up to over 6000 people, across 35 cities worldwide and is now part of the WPP family. Our rapid growth continues to drive us forward making Hogarth an exciting place to work and a great place to achieve your career ambitions.


For more information, please follow Hogarth Dhaka on our social channels via Facebook, LinkedIn, and Instagram.",Hogarth Dhaka
Transportation Management System - Lead Full Stack Python/FastApi/React Engineer [REMOTE],"Dhaka, Dhaka, Bangladesh",Remote,Full-time,null,"About Anovium

Anovium is a product-focused digital innovation agency and consultancy. We empower companies to innovate and harness technology. Anovium is a sister organization of a venture studio, which builds out ideas into high-growth companies. This provides unique exposure to the agency in emerging markets. Our collective mission is to empower people with technology today to solve the problems of tomorrow.

We are innovators, tinkerers, visionaries, entrepreneurs, and problem-solvers. Our team is constantly iterating to improve solutions and ultimately the human experience.

» Our Culture

At Anovium, we improve ourselves while using technology to improve the world around us.

We work with fun, talented people who embrace individuality, diversity, and inclusion.

We champion intuitive experiences, elegance, and automation. We believe collaboration and constant human feedback is critical to unlocking value and long-term success. We challenge what we know and how we view problems.

» Who We Hire

We hire talented creators and doers who are aligned with our goal: Improve Tomorrow, Today™

As a part of the Anovium team, you should have a vision for the future and an irrepressible desire to make it reality.

You should strive to deliver products that meaningfully improve the lives of others. And you should constantly be learning to improve yourself.

All Anovium employees are skilled in taking calculated risks and pushing the envelope as well as swiftly pivoting and iterating when faced with failure.

Lead Full Stack Python/FastApi/React Engineer

TL/DR: You are an Engineer with a proven track record leading teams and are skilled in full-stack development. Ideally, you've worked with Python/FastApi/React.js and have experience in the logistics industry and you've specifically built out or worked with Transportation management systems previously. You're a self-starter and bring an infectious energy that motivates others. You're able to take complex business problems and map them to sub-problems then assign them to engineers in your team. You have the guts to be candid but are respectful. You're comfortable translating business requirements to software.

The Opportunity

We are looking for one lead engineer to lead a full stack python/react pod to complete a rebuild of a transportation management system for a client.

Additionally and as needed you may assist with other projects, including transportation management systems, med tech solutions, digital consumer aid products, legal tech products, productivity solutions, web3, and many more.

What You'll Do

Energize. You’ll motivate your team to be the best they can be. You'll unblock, inspire, and move fast
Guide. You’ll steer the team both technically and culturally. You will perform code reviews, delegate responsibilities, communicate, and set an example
Build. You’ll be responsible for taking requirements for complex problem sets and translating them to your teammates
Improve and Grow. You’ll be learning, improving, and teaching alongside others who love to do the same. You’ll lead and give constructive feedback. You’ll challenge both yourself and your team as they challenge you
Make an Impact. You’ll be identifying problems that are important, and prioritizing to make sure your team is working on the right tasks


Who You Are

You love to build and deliver. You’re obsessed with the creation and delivery of value
You are a wizard. You have end-to-end experience building web and/or mobile applications. Others look up to and respect your technical skill sets. Your past experiences will help guide you and your team through challenges
You thrive in fast-paced environments. This is an environment of high iteration. There is constant change and sometimes little guidance. You aren’t held back by the fear of being wrong or making a mistake
You are empathetic for developers and consumers. You build with future and current developers in mind – making it easy for others (or even yourself!) to pick up where you left off. You also build with your consumer in mind
You diagnose problems. You challenge prevailing assumptions and dig to the root of issues. You solve problems rather than treat symptoms
You’re a strong leader. You’re passionate. You take pride in your craftsmanship and are passionate about quality software engineering
You are candid. You’re candid, but respectful. You share pertinent information, even when difficult. You admit mistakes. You openly disagree and explain why


What You Have

Experiences:
 Approximately 8+ years of building and shipping production software systems
 Previous experience in the logistics industry and a genuine interest in the field
 Proven technical leadership experience
 Backend technologies like Python/FastApi, Node.js/TypeScript, C#/.Net, or Java/Spring. 
 Frontend technologies like React.js or Vue.js. (We will prioritize candidates with heavy Python/FastApi experience for this particular opening.)
 Building human-centered user experiences
 Working cross-functionally with managers, designers, and engineers
 Creating self-documenting, modular, testable, performant code
 Deep understanding of the whole engineering stack, from database, servers, to UI


(Bonus)

 Experience with React Native, GraphQL, DevOps, or CI/CD
 Knowledgeable in ML/LLMs


Ecosystems You May Work In

Different projects have a different combination of the following:
 General. JavaScript (specifically, we favor TypeScript)
 Front End. React.js, Vue.js
 Back End. Node.js, Python, C#/.Net, Java/Spring
 Mobile. React Native
 Desktop. Electron
 DB. MySQL, MongoDB
 API. REST, GraphQL
 AI/ML. Python
 Other. LookML, Docker & more


Excited but Not 100% a Fit?

We are committed to building a diverse and inclusive workforce. If you’re excited about this role, but do not meet 100% of the qualifications listed above, we encourage you to apply.

» How We Support Our Team

Remote First

We trust you to take care of your responsibilities wherever, whenever.

Experience

We strive to make working on our team a top experience. That being said, working in startup environments is not for the faint of heart. Those who need to be told what to do will not do well here, but those with an entrepreneurial spirit will thrive. Your integration into the team is important to us.

Commitment to Personal Growth and Exploration

We invest in your development and operate in an environment that fosters growth and exploration.

We’re a Team

We champion teams that are excellent at communication and collaboration. Your integration into the team is important to us.

» Equal Opportunity & Affirmative Action

Anovium is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.",Anovium
Personalized Internet Assessor Bangladesh (English Language),Bangladesh,Remote,Internship,null,"What does the role involve? 

In this role you will be reviewing online search results in order to improve their content and quality. You will be required to provide feedback and analysis on content found in search engine results and provide ratings on their relevance to the search terms used. Another aspect of this role will involve reviewing the language used in the search results by examining grammar, tone and cultural relevance.

Through this work you will be making a valuable contribution by expressing your opinion on the quality and content of what is currently out there on the web. You will play a part in improving the quality of one of the largest search engines in the world using both your PC and required Smartphone device.

 Who is suitable for this role? 

We are currently seeking dynamic and creative people who have a strong interest in social media, specifically those who are an active daily user of their Gmail.We also require suitable candidates to own & use an Android or iPhone and have a familiarity with other forms of social media and Google products  .  You should also be flexible, reliable and have the ability to interpret and follow established guidelines.

You will have the flexibility and freedom to work from your own home, working your own hours.

We are currently seeking people who have a specific smartphone device (  Android V4.2 or higher or iPhone running iOS version 13.0 or higher  ) to complete tasks.

 What are the main requirements for the role? 

 You must be fluent in written and verbal English 
 You must be living in Bangladesh for the last 5 consecutive years 
 You must own and use a Smartphone (Android V4.2 or higher or iPhone running iOS version 13.0 or higher) to complete tasks 
 The majority of the task types will require both a desktop/laptop and a Smartphone 
 Gmail must be your primary email account 
 Active daily user of Gmail other forms of social media. 
You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in Bangladesh 
 Access to and use of a broadband internet connection and associated computer and software to perform the work, all provided at your own expense 
 Experience in use of web browsers to navigate and interact with a variety of content


Important notice : TELUS International will never request a monetary deposit for any role or project with the company, and our recruitment and sourcing teams only use @ telusinternational.com or @ telusinternational.ai addresses when emailing candidates. If you are unsure as to whether a job offer is legitimate, please contact us at TI_AICommunitySupport@telusinternational.com for confirmation.

Additional Job Description

In this role you will be reviewing online search results in order to improve their content and quality. You will be required to provide feedback and analysis on content found in search engine results and provide ratings on their relevance to the search terms used. Another aspect of this role will involve reviewing the language used in the search results by examining grammar, tone and cultural relevance.

Through this work you will be making a valuable contribution by expressing your opinion on the quality and content of what is currently out there on the web. You will play a part in improving the quality of one of the largest search engines in the world using both your PC and required Smartphone device.

EEO Statement

At TELUS International, we enable customer experience innovation through spirited teamwork, agile thinking, and a caring culture that puts customers first. TELUS International is the global arm of TELUS Corporation, one of the largest telecommunications service providers in Canada. We deliver contact center and business process outsourcing (BPO) solutions to some of the world's largest corporations in the consumer electronics, finance, telecommunications and utilities sectors. With global call center delivery capabilities, our multi-shore, multi-language programs offer safe, secure infrastructure, value-based pricing, skills-based resources and exceptional customer service - all backed by TELUS, our multi-billion dollar telecommunications parent.

Equal Opportunity Employer

At TELUS International, we are proud to be an equal opportunity employer and are committed to creating a diverse and inclusive workplace. All aspects of employment, including the decision to hire and promote, are based on applicants’ qualifications, merits, competence and performance without regard to any characteristic related to diversity.",TELUS Digital
Core Network Engineer(PS),"Dhaka, Bangladesh",On-site,Full-time,null,"Responsibilities：
1.Lead and manage the local PS team to complete the maintenance tasks and troubleshooting
2.Responsible for PS network KPI performance issue troubleshooting、analysis and improvement
3.Responsible for customer report and presentation, responsible for the customer satisfaction. Conduct the routine customer care actions.
4.Technical reporting/communication with the operator on network issue, guide for typical issue troubleshooting and performance improvement, clarifying and replying questions.
5.Responsible for the acceptance KPI achievement/ reports delivery under MS project scope.
Qualifications:
1.At least 3 years of PS/PCRF network experience in international large-scale projects.
2.Proficient in CloudUSN、CloudUGW、CloudEPSN、UPCC product systems.
3.Proficient in PS KPI knowledge.
4.High sense of responsibility, track and follow assigned issue until its solved.
5.Strong communication skills, team player.
6.Loyal to the position and company.
7.Have strong awareness of information security and protection.",ZTE Corporation
SOC Monitoring Engineer,"Dhaka, Bangladesh",On-site,Full-time,null,"Position responsibilities：
1.Work in SOC (Service Operation Center) in 7*24 day/night shift and responsible for Service Quality & Customer Experience monitoring.
2.Monitor Network traffic, user number and other important KPI via Dashboard and report to management in case of degradation.
3.Submit SOC correlated daily/weekly/monthly reports to management and customer.
4.Escalate to management during TT & WO analysis and handling according according to SLA requirement.
5.Basic analyze for some common alarms according to experience database before escalating to SOC Analysis Engineer.
Position qualification: 
1.Must hold junior college degree or above.
2.More than 2 years experience in NOC/SOC FO (Front Office) or Level 1 troubleshooting.
3.Basic knowledge of Telecommunication fields like Core Network and Wireless Network.
4.Understand workflows and processes.
5.Excellent written and verbal communication in English and interpersonal skills.
6.Good skill with Office software etc. Automation skill like Excel Macro, Python or Power BI skill will be given priority.",ZTE Corporation
Core Network Engineer(CS),"Dhaka, Bangladesh",On-site,Full-time,null,"Responsibilities：
1.Lead and manage the local CS team to complete the maintenance tasks and troubleshooting
2.Responsible for CS network KPI performance issue troubleshooting、analysis and improvement
3.Responsible for customer( CTIO) report and presentation, responsible for the customer satisfaction. Conduct the routine customer care actions( VIP complain handling/ weekly meeting etc.).
4.Technical reporting/communication with the operator on network issue, guide for typical issue troubleshooting and performance improvement, clarifying and replying questions.
5.Responsible for the acceptance KPI achievement/ reports delivery under MS project scope.
Responsible for team training.
6.Works in the NOC to cooperate with the EMS northbound commissioning of the lower-level manufacturers and the interconnection with the upper-level NMS
Qualifications:
1.At least 3 years of Huawei CS/IMS network experience in international large-scale projects.
2.Proficient in Huawei MSC、MGW、IMS、HLR/VLR product systems.
3.Proficient in CS KPI knowledge.
4.High sense of responsibility, track and follow assigned issue until its solved.
5.Strong communication skills, team player.
6.Loyal to the position and company.
Have strong awareness of information security and protection.",ZTE Bangladesh
Merchandiser (Marketing Dept.) - For NUR JAHAN FASHION WEAR - Job ID : 1297863,"Paltan, Dhaka, Bangladesh",On-site,Full-time,null,"NUR JAHAN FASHION WEAR is looking for Merchandiser (Marketing Dept.)

Job Description / Responsibility
Pre Costing of garment as per buyer specification.
Price negotiation with buyer.
Sample Development - Marketing/ Order sourcing.
Must have advanced level expertise and fast with working in Excel database and ERP.
Only short-listed candidates will be contacted for practical tests on Advanced Excel expertise and garment costing.
Educational Requirements
Diploma in Garments Design & Pattern Making (GDPM), Diploma in Fashion Design, Bachelor in Fashion Design or relevant branches, Training from SME or BSCIC.
Additional Requirements
Skills & Expertise
Excellent computing skill, Garments Costing, Marketing and merchandising, MS Excel, Negotiation Skills, Product Development, Self-Driven Attitude, Strong attention to detail.
* Education will be relaxed if you have work experience.
Experience
At least 0.6 years (Fresher hardworking person also can apply)
At least 0.6 years
The applicants should have experience in the following business area(s): Shirt, Pant & Suit, Garments, Textile, RMG; etc.
Job Location
Dhaka (Purana Paltan)",Bdjobs.com
প্রভাষক (For MISIR ALI KHAN FOUNDATION) - Job ID : 1295764,"Gazipur District, Dhaka, Bangladesh",On-site,Full-time,null,"MISIR ALI KHAN FOUNDATION is looking for Lecturer
Walk in Interview
প্রভাষক নিয়োগ:
সরকার অনুমোদিত মিছির আলি খান মেমোরিয়াল কলেজ, বরাবো, কোনাবাড়ী, গাজীপুর এবং আজিরুন্নেসা মহিলা কলেজ, জামালপুর, মধ্যপাড়া, কালিয়াকৈর, গাজীপুরের জন্য একজন করে ইসলামের ইতিহাস ও সংস্কৃতি এবং আইসিটি বিষয়ে প্রভাষক নিয়োগ দেয়া হবে। প্রাথমিকভাবে মাসিক বেতন আঠার থেকে কুড়ি হাজার টাকা। 
এছাড়া আমাদের বিভিন্ন শিক্ষা প্রতিষ্ঠানে বাংলা, ইংরেজি ও গণিত বিষয়ে একাধিক সহকারী শিক্ষক নিয়োগ দেয়া হবে। সহকারী শিক্ষকদের মাসিক বেতন ষোল থেকে সতের হাজার টাকা।
আগ্রহী প্রার্থীদেরকে আগামী ২৬-১০-২০২৪ তারিখ শনিবার সকাল ১১টায় মিছির আলি খান মেমোরিয়াল কলেজ, বরাবো, কোনাবাড়ী, গাজীপুরের অফিস কক্ষে সকল সনদ ও জাতীয় পরিচয়পত্রের ফটোকপিসহ ছবিযুক্ত স্বহস্তে লেখা আবেদনপত্র এবং বায়োডাটা জমা দিয়ে লিখিত ও মৌখিক পরীক্ষায় অংশগ্রহণের জন্য বলা হলো। মিছির আলি খান মেমোরিয়াল কলেজের অবস্থান শিল্পনগরী কোনাবাড়ী থেকে ৫ কিলোমিটার উত্তরে।
প্রয়োজনে যোগাযোগ: 01715506860
Job Location
Gazipur",Bdjobs.com
Coordinator To Top Management - For A Leading Garments Manufacturing Company - Job ID : 1293248,"Dhaka, Bangladesh",On-site,Full-time,null,"A Leading Garments Manufacturing Company is looking for Coordinator To Top Management

Job Description / Responsibility
Prepare daily schedules, maintain diaries, organize meetings and preparation of minutes Maintain calendars and remind the Director of important tasks, deadlines, conferences and travel reservations as per requirement.
Prepare different letters, office orders, reports & presentations as per instruction.
Must be able to translate documents from English to Bengali and vice-versa Follow up operational issues/decisions taken by the top management.
Follow up incoming mail and send reply to emails to respective personnel, Communicate verbally and in writing to answer inquiries and provide accurate information.
Maintaining databases and filing systems for daily communications.
Any other task as assigned by management as and when required.

Educational Requirements
Bachelor of Business Administration (BBA)
Master of Business Administration (MBA)
[University of Dhaka, North South University, BRAC University, Independent University, Bangladesh, American International University Bangladesh ]students will get preference

Experience Requirements
At least 2 year(s)

Additional Requirements
Smart and pleasant personality
Must be fluent in spoken and written in English language
Good communication and interpersonal skills
The Incumbent must have strong computer knowledge specially in Google sheets (Word, Excel, PowerPoint, etc)

Job Location
Dhaka (Tejgaon)",Bdjobs.com
